police_district_number,year_month,total_calls,no_report_count,no_report_rate,mismatch_count,mismatch_rate,downgrade_count,downgrade_rate,total_citations,total_bias,citations_per_100_calls,bias_per_100_calls
1,2022-01-01T00:00:00Z,2365,1931,81.6490486257928,128,29.493087557603687,25,5.76036866359447,NA,1,NA,0.042283298097251586
1,2022-02-01T00:00:00Z,2315,1892,81.72786177105831,134,31.678486997635936,33,7.801418439716312,2,1,0.08639308855291576,0.04319654427645788
1,2022-03-01T00:00:00Z,2630,2106,80.07604562737643,156,29.770992366412212,51,9.732824427480915,2,2,0.07604562737642585,0.07604562737642585
1,2022-04-01T00:00:00Z,2644,2183,82.5642965204236,144,31.23644251626898,41,8.893709327548807,4,3,0.15128593040847202,0.11346444780635401
1,2022-05-01T00:00:00Z,2825,2399,84.9203539823009,157,36.85446009389671,40,9.389671361502346,7,2,0.24778761061946902,0.07079646017699115
1,2022-06-01T00:00:00Z,2808,2332,83.04843304843304,163,34.2436974789916,35,7.352941176470589,NA,3,NA,0.10683760683760685
1,2022-07-01T00:00:00Z,2870,2411,84.00696864111498,163,35.5119825708061,43,9.368191721132897,2,NA,0.06968641114982578,NA
1,2022-08-01T00:00:00Z,2889,2371,82.0699203876774,156,30.115830115830118,36,6.94980694980695,7,1,0.24229837313949465,0.034614053305642094
1,2022-09-01T00:00:00Z,2709,2249,83.01956441491325,151,32.826086956521735,25,5.434782608695652,2,2,0.07382798080472498,0.07382798080472498
1,2022-10-01T00:00:00Z,2728,2233,81.85483870967742,156,31.515151515151512,30,6.0606060606060606,5,3,0.18328445747800587,0.10997067448680353
1,2022-11-01T00:00:00Z,2740,2229,81.35036496350365,177,34.63796477495107,39,7.632093933463796,3,3,0.10948905109489052,0.10948905109489052
1,2022-12-01T00:00:00Z,2678,2179,81.36669156086633,169,33.86773547094188,41,8.216432865731463,2,1,0.07468259895444362,0.03734129947722181
1,2023-01-01T00:00:00Z,2609,2079,79.68570333461096,195,36.79245283018868,35,6.60377358490566,3,3,0.11498658489842851,0.11498658489842851
1,2023-02-01T00:00:00Z,2494,2014,80.75380914194066,158,32.916666666666664,39,8.125,1,15,0.040096230954290296,0.6014434643143545
1,2023-03-01T00:00:00Z,2703,2201,81.42804291527932,170,33.86454183266932,42,8.366533864541832,4,10,0.14798372179060304,0.3699593044765076
1,2023-04-01T00:00:00Z,2790,2343,83.97849462365592,152,34.00447427293065,35,7.829977628635347,11,5,0.39426523297491045,0.17921146953405018
1,2023-05-01T00:00:00Z,2928,2440,83.33333333333334,173,35.450819672131146,53,10.860655737704917,12,3,0.4098360655737705,0.10245901639344263
1,2023-06-01T00:00:00Z,2879,2397,83.25807572073637,163,33.81742738589212,33,6.846473029045644,1,1,0.03473428273706148,0.03473428273706148
1,2023-07-01T00:00:00Z,2979,2562,86.00201409869084,117,28.05755395683453,29,6.954436450839328,2,2,0.06713662302786169,0.06713662302786169
1,2023-08-01T00:00:00Z,2983,2584,86.62420382165605,71,17.794486215538846,14,3.508771929824561,2,NA,0.0670465973851827,NA
1,2023-09-01T00:00:00Z,2971,2626,88.38774823291821,56,16.231884057971012,10,2.898550724637681,4,11,0.13463480309660047,0.3702457085156513
1,2023-10-01T00:00:00Z,2798,2474,88.42030021443888,49,15.123456790123457,11,3.3950617283950617,2,8,0.07147962830593281,0.28591851322373124
1,2023-11-01T00:00:00Z,2718,2381,87.60117733627666,64,18.991097922848667,7,2.0771513353115725,2,12,0.07358351729212656,0.44150110375275936
1,2023-12-01T00:00:00Z,2665,2344,87.95497185741088,67,20.87227414330218,16,4.984423676012461,3,7,0.1125703564727955,0.2626641651031895
1,2024-01-01T00:00:00Z,2756,2422,87.8809869375907,54,16.16766467065868,7,2.095808383233533,1,5,0.036284470246734396,0.18142235123367198
1,2024-02-01T00:00:00Z,2553,2211,86.60399529964748,99,28.947368421052634,16,4.678362573099415,4,6,0.15667841754798276,0.23501762632197415
1,2024-03-01T00:00:00Z,2946,2441,82.85811269517991,176,34.85148514851485,34,6.732673267326733,2,3,0.0678886625933469,0.10183299389002036
1,2024-04-01T00:00:00Z,2931,2369,80.82565677243262,210,37.36654804270463,37,6.583629893238434,3,9,0.1023541453428864,0.3070624360286591
1,2024-05-01T00:00:00Z,3215,2652,82.48833592534992,211,37.47779751332149,48,8.52575488454707,9,10,0.27993779160186627,0.3110419906687403
1,2024-06-01T00:00:00Z,2907,2453,84.38252493980049,155,34.140969162995596,30,6.607929515418502,7,7,0.24079807361541108,0.24079807361541108
1,2024-07-01T00:00:00Z,2846,2360,82.92340126493323,209,43.00411522633745,49,10.08230452674897,1,2,0.035137034434293744,0.07027406886858749
1,2024-08-01T00:00:00Z,2903,2402,82.74199104374784,172,34.3313373253493,40,7.984031936127744,6,5,0.20668274199104375,0.17223561832586978
1,2024-09-01T00:00:00Z,2976,2423,81.41801075268818,176,31.82640144665461,43,7.775768535262206,4,4,0.13440860215053765,0.13440860215053765
1,2024-10-01T00:00:00Z,3034,2495,82.23467369808833,171,31.72541743970315,35,6.493506493506493,2,7,0.06591957811470006,0.23071852340145024
1,2024-11-01T00:00:00Z,2787,2304,82.66953713670614,194,40.165631469979296,47,9.730848861283643,9,2,0.32292787944025836,0.07176175098672408
1,2024-12-01T00:00:00Z,2751,2305,83.78771355870592,178,39.91031390134529,43,9.641255605381167,7,3,0.2544529262086514,0.10905125408942204
1,2025-01-01T00:00:00Z,2776,2355,84.8342939481268,149,35.39192399049881,34,8.076009501187649,3,3,0.10806916426512969,0.10806916426512969
1,2025-02-01T00:00:00Z,2460,2078,84.47154471544715,147,38.481675392670155,32,8.37696335078534,1,7,0.04065040650406504,0.2845528455284553
1,2025-03-01T00:00:00Z,2809,2323,82.69846920612316,186,38.2716049382716,35,7.20164609053498,7,6,0.2491990032039872,0.21359914560341758
1,2025-04-01T00:00:00Z,2863,2306,80.54488298987077,196,35.18850987432675,46,8.258527827648116,3,4,0.1047851903597625,0.13971358714635
1,2025-05-01T00:00:00Z,3106,2601,83.74114616870573,158,31.287128712871286,39,7.7227722772277225,2,10,0.0643915003219575,0.3219575016097875
1,2025-06-01T00:00:00Z,3002,2541,84.6435709526982,183,39.69631236442516,37,8.026030368763557,5,1,0.1665556295802798,0.033311125916055964
1,2025-07-01T00:00:00Z,3095,2644,85.4281098546042,162,35.92017738359202,28,6.208425720620843,11,3,0.3554119547657512,0.09693053311793215
1,2025-08-01T00:00:00Z,2959,2473,83.57553227441703,190,39.09465020576132,37,7.613168724279835,5,5,0.16897600540723218,0.16897600540723218
1,2025-09-01T00:00:00Z,2995,2525,84.30717863105176,185,39.361702127659576,27,5.74468085106383,3,2,0.10016694490818029,0.0667779632721202
1,2025-10-01T00:00:00Z,2889,2429,84.077535479404645,178,38.69565217391304,35,7.608695652173914,NA,1,NA,0.034614053305642094
1,2025-11-01T00:00:00Z,2831,2342,82.72695160720593,185,37.83231083844581,38,7.770961145194274,5,3,0.17661603673613563,0.1059696220416814
1,2025-12-01T00:00:00Z,2672,2251,84.2440119760479,164,38.95486935866984,23,5.463182897862233,3,1,0.1122754491017964,0.037425149700598806
1,2026-01-01T00:00:00Z,2642,2169,82.09689629068887,193,40.803382663847785,39,8.24524312896406,1,1,0.03785011355034065,0.03785011355034065
1,2026-02-01T00:00:00Z,1394,1240,88.95265423242468,60,38.961038961038966,13,8.441558441558442,NA,NA,NA,NA
2,2017-04-01T00:00:00Z,2487,2129,85.60514676316848,101,28.212290502793298,15,4.189944134078212,NA,NA,NA,NA
2,2017-05-01T00:00:00Z,3316,2864,86.36911942098915,118,26.10619469026549,23,5.0884955752212395,NA,3,NA,0.09047044632086852
2,2017-06-01T00:00:00Z,3479,2986,85.82926128197758,123,24.94929006085193,31,6.288032454361055,NA,6,NA,0.1724633515377982
2,2017-07-01T00:00:00Z,3281,2885,87.93050899116123,105,26.515151515151516,16,4.040404040404041,NA,1,NA,0.030478512648582746
2,2017-08-01T00:00:00Z,3053,2558,83.7864395676384,124,25.050505050505052,28,5.656565656565657,NA,NA,NA,NA
2,2017-09-01T00:00:00Z,2995,2543,84.90818030050083,118,26.10619469026549,26,5.752212389380531,NA,2,NA,0.0667779632721202
2,2017-10-01T00:00:00Z,2953,2558,86.62377243481205,106,26.83544303797468,21,5.3164556962025316,NA,1,NA,0.033863867253640365
2,2017-11-01T00:00:00Z,2943,2507,85.18518518518519,141,32.3394495412844,25,5.73394495412844,NA,1,NA,0.03397893306150187
2,2017-12-01T00:00:00Z,2963,2553,86.16267296658792,110,26.82926829268293,20,4.878048780487805,NA,1,NA,0.03374957813027337
2,2018-01-01T00:00:00Z,2898,2502,86.33540372670807,114,28.78787878787879,32,8.080808080808081,NA,2,NA,0.06901311249137336
2,2018-02-01T00:00:00Z,2454,2042,83.21108394458028,122,29.61165048543689,20,4.854368932038835,NA,3,NA,0.12224938875305623
2,2018-03-01T00:00:00Z,2905,2518,86.67814113597247,123,31.782945736434108,34,8.785529715762273,NA,3,NA,0.10327022375215145
2,2018-04-01T00:00:00Z,2855,2376,83.22241681260945,127,26.513569937369518,32,6.6805845511482245,NA,1,NA,0.03502626970227671
2,2018-05-01T00:00:00Z,3147,2701,85.82777248172863,114,25.56053811659193,24,5.381165919282512,NA,1,NA,0.03177629488401652
2,2018-06-01T00:00:00Z,2961,2500,84.43093549476528,124,26.89804772234273,21,4.55531453362256,NA,1,NA,0.033772374197906116
2,2018-07-01T00:00:00Z,3043,2540,83.47025961222478,148,29.4234592445328,24,4.7713717693836974,NA,1,NA,0.03286230693394677
2,2018-08-01T00:00:00Z,3025,2511,83.00826446280992,139,27.042801556420233,33,6.420233463035019,NA,2,NA,0.06611570247933884
2,2018-09-01T00:00:00Z,2788,2310,82.85509325681491,119,24.89539748953975,37,7.740585774058577,NA,NA,NA,NA
2,2018-10-01T00:00:00Z,3021,2508,83.01886792452831,163,31.773879142300192,30,5.847953216374268,NA,1,NA,0.033101621979477
2,2018-11-01T00:00:00Z,2883,2373,82.31009365244537,123,24.11764705882353,30,5.88235294117647,NA,4,NA,0.1387443635102324
2,2018-12-01T00:00:00Z,2705,2218,81.99630314232903,129,26.488706365503077,27,5.544147843942506,NA,2,NA,0.07393715341959334
2,2019-01-01T00:00:00Z,2818,2286,81.12136266855926,150,28.195488721804512,36,6.7669172932330826,NA,1,NA,0.035486160397444996
2,2019-02-01T00:00:00Z,2346,1957,83.41858482523445,115,29.562982005141386,21,5.3984575835475574,NA,1,NA,0.042625745950554135
2,2019-03-01T00:00:00Z,2641,2176,82.3930329420674,139,29.89247311827957,32,6.881720430107527,NA,3,NA,0.1135933358576297
2,2019-04-01T00:00:00Z,2780,2252,81.00719424460432,154,29.166666666666668,41,7.765151515151516,NA,5,NA,0.1798561151079137
2,2019-05-01T00:00:00Z,2968,2482,83.62533692722371,142,29.218106995884774,31,6.378600823045268,NA,8,NA,0.2695417789757413
2,2019-06-01T00:00:00Z,2833,2385,84.18637486763149,134,29.910714285714285,40,8.928571428571429,NA,3,NA,0.10589481115425345
2,2019-07-01T00:00:00Z,2915,2431,83.39622641509435,138,28.512396694214875,35,7.231404958677685,NA,NA,NA,NA
2,2019-08-01T00:00:00Z,2794,2330,83.39298496778812,121,26.07758620689655,20,4.310344827586207,NA,1,NA,0.03579098067287043
2,2019-09-01T00:00:00Z,2730,2261,82.82051282051283,143,30.49040511727079,41,8.742004264392325,NA,4,NA,0.14652014652014653
2,2019-10-01T00:00:00Z,2820,2339,82.94326241134752,142,29.521829521829524,31,6.4449064449064455,NA,NA,NA,NA
2,2019-11-01T00:00:00Z,2695,2206,81.85528756957329,117,23.92638036809816,28,5.725971370143149,NA,3,NA,0.11131725417439704
2,2019-12-01T00:00:00Z,2743,2224,81.07911046299672,152,29.28709055876686,33,6.358381502890173,NA,1,NA,0.03645643456069996
2,2020-01-01T00:00:00Z,2429,1937,79.74475092630712,154,31.300813008130078,41,8.333333333333332,NA,2,NA,0.08233841086867023
2,2020-02-01T00:00:00Z,2422,1955,80.71841453344344,137,29.336188436830835,35,7.494646680942184,NA,5,NA,0.20644095788604458
2,2020-03-01T00:00:00Z,2090,1700,81.3397129186603,119,30.512820512820515,26,6.666666666666667,NA,5,NA,0.23923444976076555
2,2020-04-01T00:00:00Z,1804,1471,81.54101995565411,71,21.32132132132132,17,5.105105105105105,NA,NA,NA,NA
2,2020-05-01T00:00:00Z,2277,1794,78.78787878787878,120,24.84472049689441,32,6.625258799171843,NA,3,NA,0.13175230566534915
2,2020-06-01T00:00:00Z,2311,1790,77.45564690610125,104,19.961612284069098,18,3.45489443378119,NA,1,NA,0.043271311120726956
2,2020-07-01T00:00:00Z,2521,1948,77.27092423641412,125,21.81500872600349,36,6.282722513089005,NA,NA,NA,NA
2,2020-08-01T00:00:00Z,2457,1957,79.64997964997966,117,23.400000000000002,30,6,NA,1,NA,0.0407000407000407
2,2020-09-01T00:00:00Z,2373,1835,77.32827644332069,125,23.234200743494423,24,4.4609665427509295,NA,1,NA,0.04214075010535188
2,2020-10-01T00:00:00Z,2304,1763,76.51909722222221,114,21.072088724584106,37,6.839186691312385,NA,1,NA,0.043402777777777776
2,2020-11-01T00:00:00Z,2227,1731,77.72788504714863,124,25,32,6.451612903225806,NA,3,NA,0.13471037269869782
2,2020-12-01T00:00:00Z,2291,1761,76.8659973810563,111,20.943396226415096,24,4.528301886792453,NA,1,NA,0.043649061545176775
2,2021-01-01T00:00:00Z,2088,1579,75.62260536398468,107,21.021611001964637,28,5.50098231827112,NA,1,NA,0.047892720306513405
2,2021-02-01T00:00:00Z,1791,1339,74.76270240089336,104,23.008849557522122,22,4.867256637168142,NA,NA,NA,NA
2,2021-03-01T00:00:00Z,2335,1804,77.25910064239828,125,23.540489642184557,30,5.649717514124294,NA,3,NA,0.1284796573875803
2,2021-04-01T00:00:00Z,2230,1765,79.14798206278026,111,23.870967741935484,20,4.301075268817205,NA,2,NA,0.08968609865470852
2,2021-05-01T00:00:00Z,2401,1894,78.88379841732612,129,25.443786982248522,29,5.719921104536489,NA,4,NA,0.16659725114535612
2,2021-06-01T00:00:00Z,2649,2086,78.74669686674217,148,26.287744227353464,38,6.74955595026643,NA,4,NA,0.15100037750094375
2,2021-07-01T00:00:00Z,2668,2140,80.20989505247377,144,27.27272727272727,40,7.575757575757576,NA,2,NA,0.07496251874062969
2,2021-08-01T00:00:00Z,2670,2198,82.32209737827715,122,25.847457627118644,22,4.661016949152542,NA,NA,NA,NA
2,2021-09-01T00:00:00Z,2614,2085,79.7628156082632,123,23.251417769376182,31,5.8601134215500945,NA,3,NA,0.11476664116296864
2,2021-10-01T00:00:00Z,2764,2138,77.35166425470334,158,25.23961661341853,41,6.549520766773163,NA,7,NA,0.2532561505065123
2,2021-11-01T00:00:00Z,2492,1957,78.53130016051364,138,25.794392523364486,30,5.607476635514018,NA,2,NA,0.08025682182985554
2,2021-12-01T00:00:00Z,2518,1949,77.40270055599683,123,21.616871704745165,28,4.92091388400703,NA,NA,NA,NA
2,2022-01-01T00:00:00Z,2233,1730,77.47424988804299,130,25.844930417495032,23,4.572564612326044,NA,3,NA,0.13434841021047916
2,2022-02-01T00:00:00Z,2259,1695,75.0332005312085,143,25.354609929078016,33,5.851063829787234,5,2,0.22133687472332889,0.08853474988933156
2,2022-03-01T00:00:00Z,2611,1970,75.45001914975106,155,24.180967238689547,29,4.5241809672386895,5,3,0.19149751053236308,0.11489850631941785
2,2022-04-01T00:00:00Z,2592,2057,79.35956790123457,115,21.49532710280374,27,5.046728971962617,6,6,0.23148148148148145,0.23148148148148145
2,2022-05-01T00:00:00Z,2772,2199,79.32900432900432,128,22.338568935427574,34,5.93368237347295,4,4,0.1443001443001443,0.1443001443001443
2,2022-06-01T00:00:00Z,2734,2157,78.89539136795904,150,25.99653379549394,34,5.892547660311958,8,7,0.2926115581565472,0.25603511338697876
2,2022-07-01T00:00:00Z,2575,2025,78.64077669902912,159,28.909090909090907,32,5.818181818181818,7,2,0.27184466019417475,0.07766990291262137
2,2022-08-01T00:00:00Z,2615,2026,77.47609942638624,150,25.46689303904924,38,6.451612903225806,4,6,0.15296367112810708,0.22944550669216063
2,2022-09-01T00:00:00Z,2419,1864,77.05663497312939,159,28.64864864864865,40,7.207207207207207,5,3,0.20669698222405952,0.12401818933443572
2,2022-10-01T00:00:00Z,2595,1990,76.6859344894027,154,25.454545454545453,41,6.776859504132231,4,2,0.15414258188824664,0.07707129094412332
2,2022-11-01T00:00:00Z,2440,1914,78.44262295081967,122,23.193916349809886,27,5.133079847908745,3,8,0.12295081967213116,0.32786885245901637
2,2022-12-01T00:00:00Z,2554,2025,79.2873923257635,131,24.763705103969755,25,4.725897920604915,8,4,0.31323414252153486,0.15661707126076743
2,2023-01-01T00:00:00Z,2453,1893,77.17081125152873,151,26.96428571428571,40,7.142857142857142,5,9,0.20383204239706482,0.36689767631471665
2,2023-02-01T00:00:00Z,2319,1765,76.11039241052178,165,29.783393501805055,48,8.664259927797833,10,14,0.4312203536006899,0.603708495040966
2,2023-03-01T00:00:00Z,2534,2019,79.67640094711918,149,28.932038834951456,45,8.737864077669903,4,15,0.15785319652722968,0.59194948697711125
2,2023-04-01T00:00:00Z,2615,2028,77.55258126195028,150,25.55366269165247,39,6.643952299829642,10,9,0.3824091778202677,0.3441682600382409
2,2023-05-01T00:00:00Z,2696,2107,78.15281899109793,147,24.95755517826825,39,6.621392190152801,12,6,0.44510385756676557,0.22255192878338279
2,2023-06-01T00:00:00Z,2810,2222,79.07473309608541,139,23.639455782312925,28,4.761904761904762,4,8,0.1423487544483986,0.2846975088967972
2,2023-07-01T00:00:00Z,2722,2243,82.40264511388685,115,24.008350730688935,25,5.219206680584551,4,4,0.1469507714915503,0.1469507714915503
2,2023-08-01T00:00:00Z,2713,2306,84.99815702174715,46,11.302211302211303,8,1.9656019656019657,1,5,0.036859565057132324,0.18429782528566163
2,2023-09-01T00:00:00Z,2724,2289,84.03083700440529,73,16.7816091954023,11,2.528735632183908,3,10,0.11013215859030838,0.36710719530102787
2,2023-10-01T00:00:00Z,2720,2266,83.30882352941177,82,18.06167400881057,13,2.8634361233480177,NA,11,NA,0.4044117647058824
2,2023-11-01T00:00:00Z,2510,2103,83.78486055776892,52,12.776412776412776,10,2.457002457002457,12,14,0.4780876494023904,0.5577689243027889
2,2023-12-01T00:00:00Z,2582,2177,84.3144848954299,64,15.802469135802468,13,3.2098765432098766,8,10,0.3098373353989156,0.3872966692486445
2,2024-01-01T00:00:00Z,2486,2074,83.42719227674979,74,17.96116504854369,14,3.3980582524271843,12,8,0.4827031375703942,0.32180209171359614
2,2024-02-01T00:00:00Z,2328,1912,82.13058419243985,90,21.634615384615387,16,3.8461538461538463,12,14,0.5154639175257731,0.6013745704467355
2,2024-03-01T00:00:00Z,2632,2048,77.81155015197568,166,28.424657534246577,38,6.506849315068493,10,11,0.3799392097264438,0.4179331306990881
2,2024-04-01T00:00:00Z,2362,1840,77.90008467400507,162,31.03448275862069,31,5.938697318007663,1,13,0.04233700254022015,0.550381033022862
2,2024-05-01T00:00:00Z,2701,2108,78.04516845612736,184,31.02866779089376,35,5.902192242833052,7,16,0.259163272861903,0.5923731951129212
2,2024-06-01T00:00:00Z,2744,2200,80.17492711370262,166,30.514705882352942,32,5.88235294117647,5,9,0.18221574344023322,0.32798833819241985
2,2024-07-01T00:00:00Z,2638,2099,79.56785443517816,122,22.634508348794064,30,5.565862708719852,11,4,0.4169825625473844,0.1516300227445034
2,2024-08-01T00:00:00Z,2637,2096,79.48426241941601,163,30.129390018484287,34,6.284658040665435,13,15,0.4929844520288207,0.5688282138794084
2,2024-09-01T00:00:00Z,2593,2060,79.44465869649055,147,27.5797373358349,36,6.75422138836773,10,14,0.38565368299267255,0.5399151561897416
2,2024-10-01T00:00:00Z,2749,2224,80.90214623499455,155,29.523809523809526,31,5.904761904761905,8,12,0.29101491451436884,0.43652237177155323
2,2024-11-01T00:00:00Z,2616,2106,80.5045871559633,137,26.862745098039216,26,5.098039215686274,13,7,0.4969418960244648,0.2675840978593272
2,2024-12-01T00:00:00Z,2666,2089,78.35708927231808,187,32.40901213171577,47,8.145580589254767,10,7,0.3750937734433608,0.2625656414103526
2,2025-01-01T00:00:00Z,2454,1895,77.22086389568052,147,26.29695885509839,34,6.082289803220036,9,13,0.36674816625916873,0.5297473512632437
2,2025-02-01T00:00:00Z,2296,1756,76.4808362369338,127,23.51851851851852,27,5,10,7,0.4355400696864111,0.3048780487804878
2,2025-03-01T00:00:00Z,2575,1994,77.4368932038835,171,29.43201376936317,36,6.196213425129088,12,17,0.46601941747572817,0.6601941747572815
2,2025-04-01T00:00:00Z,2425,1922,79.25773195876289,139,27.634194831013914,24,4.7713717693836974,18,4,0.7422680412371134,0.16494845360824742
2,2025-05-01T00:00:00Z,2818,2215,78.60184528034067,164,27.197346600331674,34,5.638474295190713,1,8,0.035486160397444996,0.28388928317955997
2,2025-06-01T00:00:00Z,2696,2169,80.45252225519289,159,30.170777988614798,29,5.502846299810247,14,10,0.5192878338278931,0.370919881305638
2,2025-07-01T00:00:00Z,2790,2255,80.82437275985663,146,27.289719626168225,36,6.728971962616822,22,3,0.7885304659498209,0.10752688172043011
2,2025-08-01T00:00:00Z,2621,2065,78.7867226249523,173,31.115107913669064,39,7.014388489208632,10,6,0.38153376573826786,0.22892025944296068
2,2025-09-01T00:00:00Z,2569,2033,79.1358505254963,139,25.932835820895523,26,4.850746268656716,9,9,0.3503308680420397,0.3503308680420397
2,2025-10-01T00:00:00Z,2718,2192,80.64753495217072,164,31.1787072243346,36,6.844106463878327,7,11,0.257542310522443,0.40470934510669615
2,2025-11-01T00:00:00Z,2559,2039,79.67956232903478,146,28.076923076923077,25,4.807692307692308,5,5,0.19538882375928096,0.19538882375928096
2,2025-12-01T00:00:00Z,2585,1980,76.59574468085107,169,27.933884297520663,30,4.958677685950414,9,12,0.3481624758220503,0.46421663442940037
2,2026-01-01T00:00:00Z,2546,2026,79.5758051846033,176,33.84615384615385,34,6.538461538461539,10,7,0.3927729772191673,0.2749410840534171
2,2026-02-01T00:00:00Z,1399,1250,89.34953538241601,49,32.88590604026846,9,6.0402684563758395,5,NA,0.35739814152966404,NA
3,2017-04-01T00:00:00Z,3049,2543,83.40439488356837,126,24.90118577075099,42,8.300395256916996,NA,NA,NA,NA
3,2017-05-01T00:00:00Z,3951,3314,83.8774993672488,156,24.489795918367346,53,8.320251177394034,NA,NA,NA,NA
3,2017-06-01T00:00:00Z,4115,3544,86.1239368165249,158,27.670753064798596,46,8.056042031523642,NA,4,NA,0.09720534629404617
3,2017-07-01T00:00:00Z,3788,3236,85.42766631467794,152,27.536231884057973,36,6.521739130434782,NA,1,NA,0.026399155227032733
3,2017-08-01T00:00:00Z,4021,3369,83.78512807759265,178,27.300613496932513,49,7.515337423312883,NA,2,NA,0.04973887092762994
3,2017-09-01T00:00:00Z,3693,3110,84.2133766585432,181,31.04631217838765,52,8.919382504288166,NA,1,NA,0.027078256160303276
3,2017-10-01T00:00:00Z,3852,3245,84.24195223260644,156,25.700164744645797,50,8.237232289950576,NA,NA,NA,NA
3,2017-11-01T00:00:00Z,3615,3013,83.34716459197787,174,28.903654485049834,55,9.136212624584719,NA,NA,NA,NA
3,2017-12-01T00:00:00Z,3598,3001,83.40744858254587,174,29.145728643216078,50,8.375209380234507,NA,NA,NA,NA
3,2018-01-01T00:00:00Z,3613,2992,82.81206753390535,155,24.9597423510467,43,6.924315619967794,NA,2,NA,0.05535566011624688
3,2018-02-01T00:00:00Z,3235,2662,82.28748068006182,172,30.017452006980804,62,10.820244328097731,NA,2,NA,0.061823802163833076
3,2018-03-01T00:00:00Z,3524,2927,83.05902383654937,201,33.66834170854271,91,15.242881072026801,NA,NA,NA,NA
3,2018-04-01T00:00:00Z,3429,2869,83.6687080781569,140,25,42,7.5,NA,NA,NA,NA
3,2018-05-01T00:00:00Z,3621,3092,85.39077602872135,142,26.84310018903592,42,7.9395085066162565,NA,NA,NA,NA
3,2018-06-01T00:00:00Z,3696,3137,84.87554112554112,146,26.118067978533094,42,7.5134168157423975,NA,2,NA,0.05411255411255411
3,2018-07-01T00:00:00Z,3797,3205,84.40874374506188,172,29.054054054054053,61,10.304054054054054,NA,NA,NA,NA
3,2018-08-01T00:00:00Z,3654,3043,83.27859879584018,180,29.45990180032733,54,8.8379705400982,NA,1,NA,0.027367268746579094
