police_district_number,year_month,total_calls,no_report_count,no_report_rate,mismatch_count,mismatch_rate,downgrade_count,downgrade_rate,total_citations,total_bias,citations_per_100_calls,bias_per_100_calls
1,2020-02-01T00:00:00Z,2491,2066,82.93857888398234,153,36,37,8.705882352941176,NA,NA,NA,NA
1,2020-03-01T00:00:00Z,2525,2089,82.73267326732673,181,41.51376146788991,33,7.568807339449542,NA,NA,NA,NA
1,2020-04-01T00:00:00Z,2015,1747,86.69975186104219,83,30.970149253731343,21,7.835820895522389,NA,1,NA,0.04962779156327543
1,2020-05-01T00:00:00Z,2469,2006,81.24746861077358,147,31.749460043196542,43,9.287257019438446,NA,NA,NA,NA
1,2020-06-01T00:00:00Z,2525,2088,82.6930693069307,122,27.91762013729977,31,7.093821510297483,NA,1,NA,0.039603960396039604
1,2020-07-01T00:00:00Z,2573,2138,83.09366498251069,150,34.48275862068966,39,8.96551724137931,NA,NA,NA,NA
1,2020-08-01T00:00:00Z,2528,2084,82.4367088607595,138,31.08108108108108,29,6.531531531531531,NA,1,NA,0.03955696202531646
1,2020-09-01T00:00:00Z,2480,2043,82.37903225806451,146,33.40961098398169,33,7.551487414187644,NA,1,NA,0.04032258064516129
1,2020-10-01T00:00:00Z,2685,2233,83.1657355679702,161,35.61946902654867,46,10.176991150442479,NA,NA,NA,NA
1,2020-11-01T00:00:00Z,2444,2020,82.65139116202947,145,34.19811320754717,28,6.60377358490566,NA,3,NA,0.12274959083469722
1,2020-12-01T00:00:00Z,2188,1803,82.40402193784277,128,33.246753246753244,36,9.35064935064935,NA,NA,NA,NA
1,2021-01-01T00:00:00Z,2153,1759,81.6999535531816,137,34.77157360406091,27,6.852791878172589,NA,4,NA,0.18578727357176034
1,2021-02-01T00:00:00Z,1906,1549,81.26967471143757,98,27.450980392156865,27,7.563025210084033,NA,4,NA,0.2098635886673662
1,2021-03-01T00:00:00Z,2451,1983,80.90575275397796,141,30.128205128205128,27,5.769230769230769,NA,1,NA,0.04079967360261118
1,2021-04-01T00:00:00Z,2357,2007,85.15061518879932,130,37.142857142857146,30,8.571428571428571,NA,1,NA,0.04242681374628765
1,2021-05-01T00:00:00Z,2587,2124,82.10282180131426,156,33.69330453563715,34,7.343412526997841,NA,3,NA,0.11596443757247778
1,2021-06-01T00:00:00Z,2657,2213,83.28942416258938,146,32.88288288288289,28,6.306306306306306,NA,2,NA,0.07527286413248024
1,2021-07-01T00:00:00Z,2752,2292,83.28488372093024,158,34.34782608695652,40,8.695652173913043,NA,1,NA,0.036337209302325583
1,2021-08-01T00:00:00Z,2652,2205,83.1447963800905,146,32.662192393736014,39,8.724832214765101,NA,NA,NA,NA
1,2021-09-01T00:00:00Z,2684,2260,84.2026825633383,142,33.490566037735846,48,11.320754716981133,NA,2,NA,0.07451564828614009
1,2021-10-01T00:00:00Z,2898,2372,81.84955141476881,146,27.756653992395435,34,6.4638783269961975,NA,1,NA,0.03450655624568668
1,2021-11-01T00:00:00Z,2590,2161,83.43629343629344,152,35.43123543123543,41,9.557109557109557,NA,NA,NA,NA
1,2021-12-01T00:00:00Z,2545,2132,83.7721021611002,139,33.65617433414044,34,8.232445520581114,NA,1,NA,0.03929273084479371
