id,incident_date,district,bias_code,bias_code_2,bias,status,#_of_victims,victim_type,#_of_suspects,#_suspects_<_18_of_age,#_suspects_18-35_of_age,#_suspects_36-45_of_age,#_suspects_46-55_of_age,#_suspects_>_55_of_age,suspect_known/unknown,year,month,year_month
250025209,2025-06-06,3,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2025,6,2025-06-01
250025372,2025-06-03,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Unknown,2025,6,2025-06-01
250024686,2025-06-03,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2025,6,2025-06-01
250024452,2025-06-02,6,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,6,2025-06-01
250024378,2025-06-01,2,Anti-Homosexual,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,NA,2025,6,2025-06-01
250023896,2025-05-29,2,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,NA,1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250023484,2025-05-27,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,Society,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250023499,2025-05-27,4,Anti-Homosexual,Anti-Jewish,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250023398,2025-05-27,6,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250023511,2025-05-27,1,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250023115,2025-05-26,3,Anti-Hispanic,Anti-Black,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250023199,2025-05-25,3,Anti-Other Religion,NA,Other,N/A,NA,Religious Organization,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250023177,2025-05-25,5,Anti-Black,Anti-Hispanic,Verbal Intimidation/Simple Assault,Open,3,Individual(s),1,NA,NA,NA,1,NA,Known,2025,5,2025-05-01
250022892,2025-05-23,3,Anti-Buddhist,NA,Physical Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250022679,2025-05-23,6,Anti-Black,Anti-Mental Disability,Written Intimidation/Simple Assault,Closed-Admin,NA,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250022480,2025-05-22,1,Anti-Black,Anti-Jewish,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250022471,2025-05-21,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250022328,2025-05-20,3,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,1,Religious Organization,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250022196,2025-05-19,1,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,1,NA,NA,NA,Known,2025,5,2025-05-01
250022208,2025-05-19,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250022081,2025-05-19,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250022037,2025-05-19,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021973,2025-05-18,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,NA,NA,1,Known,2025,5,2025-05-01
250021848,2025-05-17,6,Anti-Black,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2025,5,2025-05-01
250021689,2025-05-16,3,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2025,5,2025-05-01
250021592,2025-05-16,4,Anti-Jewish,NA,Social Media,Closed-Admin,NA,Other,1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250021585,2025-05-16,2,Anti-Black,Anti-Jewish,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021605,2025-05-16,1,Anti-Jewish,NA,Vandalism,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021299,2025-05-15,1,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250021239,2025-05-15,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021387,2025-05-15,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021379,2025-05-15,5,Anti-Black,NA,Vandalism,Closed-Admin,NA,Society,1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250021384,2025-05-15,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250021250,2025-05-14,5,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250020937,2025-05-13,2,Anti-Homosexual,Anti-Black,Verbal Intimidation/Simple Assault,Closed-Admin,3,Individual(s),1,1,NA,NA,NA,NA,Known,2025,5,2025-05-01
250020998,2025-05-12,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2025,5,2025-05-01
250020619,2025-05-10,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),2,NA,1,NA,NA,NA,Known,2025,5,2025-05-01
250020476,2025-05-08,1,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,5,2025-05-01
250020501,2025-05-08,3,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,5,2025-05-01
250019081,2025-05-07,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Known,2025,5,2025-05-01
250019938,2025-05-06,6,Anti-Hindhu,NA,Physical Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,5,2025-05-01
250019665,2025-05-05,2,Anti-Hispanic,Anti-Other Religion,Verbal Intimidation/Simple Assault,Open,NA,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,5,2025-05-01
250019068,2025-05-05,1,Anti-Jewish,Anti-Black,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250019482,2025-05-03,6,Anti-Black,NA,Assault (physical),Closed-Arrest,NA,Individual(s),1,NA,1,NA,NA,NA,Known,2025,5,2025-05-01
250017989,2025-05-02,3,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,NA,2025,5,2025-05-01
250019130,2025-05-01,2,Anti-Jewish,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,5,2025-05-01
250018688,2025-04-29,3,Anti-Transgender,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250018374,2025-04-28,6,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2025,4,2025-04-01
250018530,2025-04-28,1,Anti-Black,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250018487,2025-04-28,2,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2025,4,2025-04-01
250017928,2025-04-23,6,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250017500,2025-04-22,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250017074,2025-04-19,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,2,Individual(s),1,NA,NA,1,NA,NA,Known,2025,4,2025-04-01
250016909,2025-04-18,1,Anti-Jewish,NA,Other,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250016613,2025-04-16,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250016788,2025-04-15,2,Anti-Hispanic,NA,Social Media,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250016155,2025-04-13,6,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,1,NA,Known,2025,4,2025-04-01
250015835,2025-04-11,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250015573,2025-04-10,2,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250015617,2025-04-10,1,Anti-Mental Disability,NA,Social Media,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250015598,2025-04-10,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250015715,2025-04-10,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2025,4,2025-04-01
250015096,2025-04-07,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,NA,NA,NA,NA,NA,Known,2025,4,2025-04-01
250015218,2025-04-07,4,Anti-Asian,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250014688,2025-04-04,2,Anti-Black,Anti-Hispanic,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250014692,2025-04-04,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,4,2025-04-01
250014700,2025-04-03,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,4,2025-04-01
250014062,2025-03-31,2,Anti-Mental Disability,NA,Assault (simple),Open,1,Individual(s),2,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250013984,2025-03-31,1,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250014037,2025-03-30,2,Anti-White,Anti-Male Homosexual,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2025,3,2025-03-01
250014122,2025-03-29,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250013682,2025-03-29,6,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250013554,2025-03-28,4,Anti-Black,NA,Assault (physical),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250015384,2025-03-28,1,Anti-American Indian,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250014127,2025-03-28,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250013339,2025-03-26,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250013353,2025-03-26,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2025,3,2025-03-01
250013060,2025-03-25,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2025,3,2025-03-01
250013148,2025-03-25,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250012659,2025-03-23,5,Anti-Black,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250012725,2025-03-21,2,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250012827,2025-03-21,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250012199,2025-03-20,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250012215,2025-03-20,2,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2025,3,2025-03-01
250012330,2025-03-20,2,Anti-Jewish,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250012062,2025-03-19,4,Anti-Black,NA,Written Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,NA,NA,1,Known,2025,3,2025-03-01
250011801,2025-03-18,2,Anti-Black,Anti-Jewish,Other,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250011782,2025-03-17,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250011391,2025-03-15,4,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250011598,2025-03-14,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250010787,2025-03-12,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250010845,2025-03-12,2,Anti-Jewish,NA,Vandalism,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250011250,2025-03-12,4,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250010617,2025-03-11,4,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2025,3,2025-03-01
250010467,2025-03-09,6,Anti-Jewish,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250010008,2025-03-07,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250009998,2025-03-07,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250009923,2025-03-06,3,Anti-Black,NA,Other,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250010110,2025-03-06,1,Anti-Black,NA,Assault (physical),Closed-Arrest,1,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250009653,2025-03-05,2,Anti-Islamic,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,3,2025-03-01
250009540,2025-03-04,2,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250009334,2025-03-03,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,3,2025-03-01
250009233,2025-03-02,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2025,3,2025-03-01
250008924,2025-02-28,2,Anti-Black,Anti-Hispanic,Verbal Intimidation/Simple Assault,Closed-Admin,5,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250008456,2025-02-25,6,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250008437,2025-02-25,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250008131,2025-02-21,4,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250007669,2025-02-21,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250007712,2025-02-21,2,Anti-Jewish,Anti-Black,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250007851,2025-02-19,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250007359,2025-02-18,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250007226,2025-02-18,2,Anti-Hispanic,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250010470,2025-02-14,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250006669,2025-02-14,1,Anti-Jewish,Anti-Black,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006572,2025-02-13,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250006237,2025-02-11,6,Anti-Jewish,Anti-Black,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006141,2025-02-10,1,Anti-Gender Non-Conforming,NA,Social Media,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2025,2,2025-02-01
250006025,2025-02-10,4,Anti-Black,NA,Social Media,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006151,2025-02-10,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006002,2025-02-10,2,Anti-Jewish,NA,Social Media,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250005607,2025-02-07,4,Anti-Jewish,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006152,2025-02-07,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250005654,2025-02-07,2,Anti-Black,Anti-Hispanic,Social Media,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250005672,2025-02-07,6,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250005630,2025-02-06,6,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2025,2,2025-02-01
250005442,2025-02-05,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250005279,2025-02-05,2,Anti-Jewish,Anti-Islamic,Social Media,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250006464,2025-02-05,3,Anti-Asian,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250005289,2025-02-04,4,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250004894,2025-02-03,1,Anti-Hispanic,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,2,2025-02-01
250004934,2025-02-03,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,2,2025-02-01
250004872,2025-01-31,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250005055,2025-01-31,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250004304,2025-01-30,4,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250004367,2025-01-30,5,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250004399,2025-01-30,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2025,1,2025-01-01
250004364,2025-01-30,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250004496,2025-01-30,2,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250004383,2025-01-30,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Exception,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250004266,2025-01-27,2,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003823,2025-01-27,1,Anti-Hispanic,Anti-Jewish,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Society,1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250003864,2025-01-27,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,NA,Religious Organization,1,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003857,2025-01-27,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Exception,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003785,2025-01-26,2,Anti-Asian,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003761,2025-01-24,5,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250004190,2025-01-24,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Exception,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003492,2025-01-24,2,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003480,2025-01-24,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003242,2025-01-23,5,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250003067,2025-01-22,5,Anti-Jewish,Anti-Homosexual,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250003055,2025-01-22,2,Anti-Black,NA,Social Media,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250002941,2025-01-21,2,Anti-Black,NA,Other,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2025,1,2025-01-01
250002642,2025-01-19,4,Anti-Homosexual,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250002598,2025-01-18,4,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,3,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250004311,2025-01-18,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2025,1,2025-01-01
250002310,2025-01-17,1,Anti-Black,NA,Vandalism,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250002356,2025-01-16,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250001942,2025-01-16,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250002401,2025-01-16,6,Anti-Black,NA,Display of Noose,Open,NA,Government,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250002007,2025-01-15,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250002011,2025-01-14,2,Anti-Black,Anti-Hispanic,Other,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2025,1,2025-01-01
250003216,2025-01-14,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250001291,2025-01-10,5,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2025,1,2025-01-01
250001104,2025-01-09,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
250001196,2025-01-09,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,1,NA,NA,Known,2025,1,2025-01-01
250002014,2025-01-03,2,Anti-Male Homosexual,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2025,1,2025-01-01
