"ID","Incident Date","District","Bias Code","Bias Code_2","Bias","Status","# of Victims","Victim Type","# of Suspects","# Suspects < 18 of age","# Suspects 18-35 of age","# Suspects 36-45 of age","# Suspects 46-55 of age","# Suspects > 55 of age","Suspect Known/Unknown"
"250016613","04/16/2025","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"250016788","04/15/2025","2D","Anti-Hispanic",,"Social Media","Open","1","Individual(s)",,,,,,,"Unknown"
"250016155","04/13/2025","6D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","N/A","1","Individual(s)","1",,,,"1",,"Known"
"250015821","04/11/2025","RCPD","Anti-Black",,"Vandalism-Motor Vehicle","Inactive","2","Individual(s)","1",,,,,,"Unknown"
"250015835","04/11/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250015573","04/10/2025","2D","Anti-Male Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250015617","04/10/2025","1D","Anti-Mental Disability",,"Social Media","Open","1","Individual(s)",,,,,,,"Unknown"
"250015598","04/10/2025","1D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250015715","04/10/2025","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,"1",,"Known"
"250015096","04/07/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1",,,,,,"Known"
"250015218","04/07/2025","4D","Anti-Asian",,"Vandalism-Motor Vehicle","Open","1","Individual(s)",,,,,,,"Unknown"
"250014688","04/04/2025","2D","Anti-Black","Anti-Hispanic","Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250014692","04/04/2025","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250014700","04/03/2025","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250014062","03/31/2025","2D","Anti-Mental Disability",,"Assault (simple)","Open","1","Individual(s)","2","1",,,,,"Known"
"250013984","03/31/2025","1D","Anti-Black",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"250014037","03/30/2025","2D","Anti-White","Anti-Male Homosexual","Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,"1",,"Known"
"250014122","03/29/2025","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"250013682","03/29/2025","6D","Anti-Black",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"250013554","03/28/2025","4D","Anti-Black",,"Assault (physical)","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250015384","03/28/2025","1D","Anti-American Indian",,"Social Media","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250014127","03/28/2025","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250013339","03/26/2025","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250013353","03/26/2025","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,"1",,,,"Known"
"250013060","03/25/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","2","2",,,,,"Known"
"250013148","03/25/2025","2D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"250012659","03/23/2025","5D","Anti-Black",,"Vandalism-Motor Vehicle","Open","1","Individual(s)","2",,,,,,"Unknown"
"250012725","03/21/2025","2D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"250012827","03/21/2025","3D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250012199","03/20/2025","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"250012215","03/20/2025","2D","Anti-Male Homosexual",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,"1",,"Known"
"250012330","03/20/2025","2D","Anti-Jewish",,"Other","Open","1","Individual(s)",,,,,,,"Unknown"
"250012062","03/19/2025","4D","Anti-Black",,"Written Intimidation/Simple Assault","Open","2","Individual(s)","1",,,,,"1","Known"
"250011801","03/18/2025","2D","Anti-Black","Anti-Jewish","Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250011782","03/17/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250011391","03/15/2025","4D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"250011598","03/14/2025","2D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250010787","03/12/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250010845","03/12/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"250011250","03/12/2025","4D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"250010617","03/11/2025","4D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"250010467","03/09/2025","6D","Anti-Jewish",,"Vandalism-Motor Vehicle","Open","1","Individual(s)","1",,,,,,"Unknown"
"250011239","03/07/2025","RCPD","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,"1",,"Known"
"250010008","03/07/2025","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250009998","03/07/2025","2D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"250009923","03/06/2025","3D","Anti-Black",,"Other","N/A","1","Individual(s)","1","1",,,,,"Known"
"250010110","03/06/2025","1D","Anti-Black",,"Assault (physical)","Closed-Arrest","1","Individual(s)","3",,,,,,"Unknown"
"250009653","03/05/2025","2D","Anti-Islamic",,"Other","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250009540","03/04/2025","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"250009334","03/03/2025","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250009233","03/02/2025","1D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"250008924","02/28/2025","2D","Anti-Black","Anti-Hispanic","Verbal Intimidation/Simple Assault","Closed-Admin","5","Individual(s)","1","1",,,,,"Known"
"250008352","02/25/2025","GCPD","Anti-White",,"Assault (physical)","Open","1","Individual(s)","1",,,,,,"Unknown"
"250008456","02/25/2025","6D","Anti-Jewish",,"Other","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250008437","02/25/2025","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250008131","02/21/2025","4D","Anti-Black",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250007669","02/21/2025","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250007712","02/21/2025","2D","Anti-Jewish","Anti-Black","Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"250007851","02/19/2025","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Unknown"
"250007359","02/18/2025","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250007226","02/18/2025","2D","Anti-Hispanic",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250010470","02/14/2025","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250006669","02/14/2025","1D","Anti-Jewish","Anti-Black","Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006572","02/13/2025","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"250006237","02/11/2025","6D","Anti-Jewish","Anti-Black","Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006141","02/10/2025","1D","Anti-Gender Non-Conforming",,"Social Media","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"250006025","02/10/2025","4D","Anti-Black",,"Social Media","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006151","02/10/2025","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006002","02/10/2025","2D","Anti-Jewish",,"Social Media","Closed-Admin",,"School/College","1","1",,,,,"Known"
"250005607","02/07/2025","4D","Anti-Jewish",,"Vandalism-Motor Vehicle","Open","1","Individual(s)",,,,,,,"Unknown"
"250006152","02/07/2025","3D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250005634","02/07/2025","GCPD","Anti-Jewish",,"Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006184","02/07/2025","GCPD","Anti-Male Homosexual","Anti-Black","Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1",,"1",,,,"Known"
"250005654","02/07/2025","2D","Anti-Black","Anti-Hispanic","Social Media","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250005672","02/07/2025","6D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"250005630","02/06/2025","6D","Anti-Jewish",,"Other","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"250005442","02/05/2025","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250005279","02/05/2025","2D","Anti-Jewish","Anti-Islamic","Social Media","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250006464","02/05/2025","3D","Anti-Asian",,"Assault (simple)","Open","1","Individual(s)","1",,,,,,"Unknown"
"250005124","02/04/2025","GCPD","Anti-Black",,"Written Intimidation/Simple Assault","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250005289","02/04/2025","4D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250004894","02/03/2025","1D","Anti-Hispanic",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250004934","02/03/2025","4D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250004872","01/31/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250005055","01/31/2025","3D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250004509","01/31/2025","GCPD","Anti-Black",,"Written Intimidation/Simple Assault","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250004304","01/30/2025","4D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"250004367","01/30/2025","5D","Anti-Male Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250004399","01/30/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"250004364","01/30/2025","5D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250004496","01/30/2025","2D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1",,,,,,"Unknown"
"250004383","01/30/2025","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Exception","1","Individual(s)",,,,,,,"Unknown"
"250004266","01/27/2025","2D","Anti-Homosexual",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250003823","01/27/2025","1D","Anti-Hispanic","Anti-Jewish","Verbal Intimidation/Simple Assault","Closed-Admin",,"Society","1","1",,,,,"Known"
"250003864","01/27/2025","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open",,"Religious Organization","1",,,,,,"Unknown"
"250003857","01/27/2025","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Exception",,"School/College",,,,,,,"Unknown"
"250003785","01/26/2025","2D","Anti-Asian",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250003761","01/24/2025","5D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250004190","01/24/2025","1D","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Exception","1","Individual(s)",,,,,,,"Unknown"
"250003492","01/24/2025","2D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)","1",,,,,,"Unknown"
"250003480","01/24/2025","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250003242","01/23/2025","5D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"250003067","01/22/2025","5D","Anti-Jewish","Anti-Homosexual","Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250003055","01/22/2025","2D","Anti-Black",,"Social Media","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250002941","01/21/2025","2D","Anti-Black",,"Other","Closed-Admin",,"School/College","2","2",,,,,"Known"
"250002642","01/19/2025","4D","Anti-Homosexual",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"250002598","01/18/2025","4D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Open","3","Individual(s)","3",,,,,,"Unknown"
"250004311","01/18/2025","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"250002310","01/17/2025","1D","Anti-Black",,"Vandalism","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"250002356","01/16/2025","3D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250001942","01/16/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250002401","01/16/2025","6D","Anti-Black",,"Display of Noose","Open",,"Government",,,,,,,"Unknown"
"250002007","01/15/2025","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250002011","01/14/2025","2D","Anti-Black","Anti-Hispanic","Other","Closed-Admin","2","Individual(s)","2","2",,,,,"Known"
"250003216","01/14/2025","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250001291","01/10/2025","5D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"250001104","01/09/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250001196","01/09/2025","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,,"1",,,"Known"
"250002014","01/03/2025","2D","Anti-Male Homosexual",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"250000183","01/02/2025","5D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,"1",,,"Known"
"240062256","12/31/2024","3D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"250011907","12/31/2024","RCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,,,,,"Unknown"
"240061866","12/28/2024","GCPD","Anti-Multi-Racial",,"Assault (physical)","Closed-Arrest","1","Individual(s)","1",,"1",,,,"Known"
"250000090","12/26/2024","3D","Anti-Female Homosexual",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"240061502","12/23/2024","3D","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Open",,"Religious Organization","1",,,,,,"Unknown"
"240061248","12/23/2024","5D","Anti-Black",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"250012734","12/23/2024","RCPD","Anti-Jewish",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"240060985","12/21/2024","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"240060872","12/20/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240061005","12/20/2024","2D","Anti-Multi-Religious Group",,"Written Intimidation/Simple Assault","Open","2","Individual(s)","1",,,,,,"Unknown"
"240060689","12/19/2024","4D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"240060690","12/19/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","2","2",,,,,"Known"
"240060581","12/18/2024","5D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"240060469","12/18/2024","GCPD","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240060038","12/16/2024","GCPD","Anti-Multi-Racial",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240059938","12/15/2024","3D","Anti-Jewish",,"Written Intimidation/Simple Assault","N/A","1","Individual(s)",,,,,,,"Unknown"
"240060030","12/13/2024","6D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240059575","12/13/2024","1D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240059590","12/13/2024","4D","Anti-Jewish",,"Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240060418","12/13/2024","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240059452","12/12/2024","1D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240059489","12/12/2024","5D","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"240059397","12/12/2024","3D","Anti-Transgender",,"Written Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240059389","12/12/2024","4D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240059217","12/11/2024","5D","Anti-Jewish",,"Assault (simple)","Open","2","Individual(s)","1",,"1",,,,"Known"
"240059198","12/11/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240059401","12/11/2024","3D","Anti-Black",,"Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240059200","12/11/2024","1D","Anti-Jewish","Anti-Black","Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240059155","12/11/2024","2D","Anti-Black",,"Written Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240059249","12/11/2024","3D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240059175","12/11/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
